PROLIFIC_PID,test_order,human_response
63251e479509813fab713ad2,1449,181.0
63251e479509813fab713ad2,2441,235.0
63251e479509813fab713ad2,655,124.0
63251e479509813fab713ad2,639,155.0
63251e479509813fab713ad2,1978,143.0
63251e479509813fab713ad2,2513,171.0
63251e479509813fab713ad2,491,203.0
63251e479509813fab713ad2,2771,167.0
65d863e56337aa59292ccd66,590,171.0
65d863e56337aa59292ccd66,2445,200.0
65d863e56337aa59292ccd66,2214,130.0
65d863e56337aa59292ccd66,1593,155.0
65d863e56337aa59292ccd66,2707,174.0
65d863e56337aa59292ccd66,2572,155.0
65d863e56337aa59292ccd66,1145,180.0
65d863e56337aa59292ccd66,708,131.0
65d863e56337aa59292ccd66,1488,140.0
65d863e56337aa59292ccd66,477,216.0
65d863e56337aa59292ccd66,1571,233.0
65d863e56337aa59292ccd66,2246,200.0
67edd1f521a24b440dd7f114,2429,450.0
67edd1f521a24b440dd7f114,2813,455.0
67edd1f521a24b440dd7f114,621,610.0
67edd1f521a24b440dd7f114,232,400.0
67edd1f521a24b440dd7f114,937,650.0
67edd1f521a24b440dd7f114,2731,700.0
67edd1f521a24b440dd7f114,1967,415.0
67edd1f521a24b440dd7f114,1696,445.0
67edd1f521a24b440dd7f114,2105,340.0
67edd1f521a24b440dd7f114,82,420.0
67edd1f521a24b440dd7f114,1040,200.0
67edd1f521a24b440dd7f114,1358,510.0
67df65cf111af9caf43e00a5,2615,105.0
67df65cf111af9caf43e00a5,583,195.0
67df65cf111af9caf43e00a5,300,145.0
67df65cf111af9caf43e00a5,935,152.0
67df65cf111af9caf43e00a5,2583,118.0
67df65cf111af9caf43e00a5,2183,135.0
67df65cf111af9caf43e00a5,2283,175.0
67df65cf111af9caf43e00a5,2214,225.0
67df65cf111af9caf43e00a5,1847,165.0
67df65cf111af9caf43e00a5,2771,158.0
67df65cf111af9caf43e00a5,1859,178.0
67df65cf111af9caf43e00a5,679,142.0
67842f8946d40d29bab62756,1808,214.0
67842f8946d40d29bab62756,55,198.0
67842f8946d40d29bab62756,2482,229.0
67842f8946d40d29bab62756,305,243.0
67842f8946d40d29bab62756,1894,312.0
67842f8946d40d29bab62756,1403,308.0
67842f8946d40d29bab62756,969,199.0
67842f8946d40d29bab62756,1012,250.0
67842f8946d40d29bab62756,1239,264.0
67842f8946d40d29bab62756,474,259.0
67842f8946d40d29bab62756,111,205.0
67842f8946d40d29bab62756,792,462.0
67f3ee10bbc67d6b644f2ab3,269,365.0
67f3ee10bbc67d6b644f2ab3,336,180.0
67f3ee10bbc67d6b644f2ab3,2449,215.0
67f3ee10bbc67d6b644f2ab3,1197,222.0
67f3ee10bbc67d6b644f2ab3,2452,209.0
67f3ee10bbc67d6b644f2ab3,2555,178.0
67f3ee10bbc67d6b644f2ab3,2915,149.0
67f3ee10bbc67d6b644f2ab3,2267,182.0
67f3ee10bbc67d6b644f2ab3,2464,174.0
67f3ee10bbc67d6b644f2ab3,1809,136.0
67f3ee10bbc67d6b644f2ab3,1832,202.0
67f3ee10bbc67d6b644f2ab3,2448,203.0
67e75eae34ebdb05e34a891a,840,308.0
67e75eae34ebdb05e34a891a,2710,190.0
67e75eae34ebdb05e34a891a,809,180.0
67e75eae34ebdb05e34a891a,1588,240.0
67e75eae34ebdb05e34a891a,1556,110.0
67e75eae34ebdb05e34a891a,195,100.0
67e75eae34ebdb05e34a891a,103,180.0
67e75eae34ebdb05e34a891a,2429,220.0
67e75eae34ebdb05e34a891a,2006,140.0
67e75eae34ebdb05e34a891a,1354,170.0
67e75eae34ebdb05e34a891a,817,295.0
67e75eae34ebdb05e34a891a,2372,140.0
67ddf84df4607179bf8f6b22,1760,268.0
67ddf84df4607179bf8f6b22,2044,308.0
67ddf84df4607179bf8f6b22,1072,160.0
67ddf84df4607179bf8f6b22,2847,304.0
67ddf84df4607179bf8f6b22,2928,306.0
67ddf84df4607179bf8f6b22,1563,251.0
67ddf84df4607179bf8f6b22,2444,257.0
67ddf84df4607179bf8f6b22,1209,332.0
67ddf84df4607179bf8f6b22,293,193.0
67ddf84df4607179bf8f6b22,2027,245.0
67ddf84df4607179bf8f6b22,601,446.0
67ddf84df4607179bf8f6b22,1242,419.0
67e57c6cfc6a7faf64a23407,2080,180.0
67e57c6cfc6a7faf64a23407,48,293.0
67e57c6cfc6a7faf64a23407,792,134.0
67e57c6cfc6a7faf64a23407,1335,105.0
67e57c6cfc6a7faf64a23407,1218,104.0
67e57c6cfc6a7faf64a23407,2054,104.0
67e57c6cfc6a7faf64a23407,2036,113.0
67e57c6cfc6a7faf64a23407,1646,202.0
67e57c6cfc6a7faf64a23407,1590,223.0
67e57c6cfc6a7faf64a23407,2555,90.0
67e57c6cfc6a7faf64a23407,394,126.0
67e57c6cfc6a7faf64a23407,676,95.0
67ddf21161e98872239f705a,1190,318.0
67ddf21161e98872239f705a,2071,249.0
67ddf21161e98872239f705a,1993,197.0
67ddf21161e98872239f705a,193,294.0
67ddf21161e98872239f705a,112,160.0
67ddf21161e98872239f705a,1947,361.0
67ddf21161e98872239f705a,1571,160.0
67ddf21161e98872239f705a,694,306.0
67ddf21161e98872239f705a,1849,305.0
67ddf21161e98872239f705a,2242,428.0
67ddf21161e98872239f705a,1894,381.0
67ddf21161e98872239f705a,2641,342.0
67ee912447a2b3280717caee,1590,236.0
67ee912447a2b3280717caee,2169,86.0
67ee912447a2b3280717caee,526,311.0
67ee912447a2b3280717caee,217,200.0
67ee912447a2b3280717caee,633,327.0
67ee912447a2b3280717caee,2006,151.0
67ee912447a2b3280717caee,2283,243.0
67ee912447a2b3280717caee,1400,410.0
67ee912447a2b3280717caee,1238,244.0
67ee912447a2b3280717caee,2159,433.0
67ee912447a2b3280717caee,2275,521.0
67ee912447a2b3280717caee,1696,650.0
67161c96296d540cd7a0d27b,1326,88.0
67161c96296d540cd7a0d27b,2610,150.0
67161c96296d540cd7a0d27b,1136,302.0
67161c96296d540cd7a0d27b,303,107.0
67161c96296d540cd7a0d27b,2021,122.0
67161c96296d540cd7a0d27b,2780,133.0
67161c96296d540cd7a0d27b,1542,201.0
67161c96296d540cd7a0d27b,178,130.0
67161c96296d540cd7a0d27b,2100,402.0
67161c96296d540cd7a0d27b,2122,250.0
67161c96296d540cd7a0d27b,1142,200.0
67161c96296d540cd7a0d27b,855,200.0
68106b46be9d682b2eb24d08,1594,225.0
68106b46be9d682b2eb24d08,1834,280.0
68106b46be9d682b2eb24d08,1489,225.0
68106b46be9d682b2eb24d08,302,192.0
68106b46be9d682b2eb24d08,1326,301.0
68106b46be9d682b2eb24d08,1629,162.0
68106b46be9d682b2eb24d08,2197,181.0
68106b46be9d682b2eb24d08,997,180.0
68106b46be9d682b2eb24d08,120,247.0
68106b46be9d682b2eb24d08,2011,288.0
68106b46be9d682b2eb24d08,2838,271.0
68106b46be9d682b2eb24d08,1939,267.0
6234a0a4e9db36c0d8336627,2582,159.0
6234a0a4e9db36c0d8336627,178,161.0
6234a0a4e9db36c0d8336627,1190,235.0
6234a0a4e9db36c0d8336627,1608,311.0
6234a0a4e9db36c0d8336627,2513,384.0
6234a0a4e9db36c0d8336627,2799,533.0
6234a0a4e9db36c0d8336627,95,459.0
6234a0a4e9db36c0d8336627,593,532.0
6234a0a4e9db36c0d8336627,855,385.0
6234a0a4e9db36c0d8336627,1222,385.0
6234a0a4e9db36c0d8336627,440,533.0
6234a0a4e9db36c0d8336627,1498,607.0
67ad0fc2981df85a8b4f41e2,206,410.0
67ad0fc2981df85a8b4f41e2,1542,409.0
67ad0fc2981df85a8b4f41e2,1488,360.0
67ad0fc2981df85a8b4f41e2,1653,538.0
67ad0fc2981df85a8b4f41e2,1504,440.0
67ad0fc2981df85a8b4f41e2,1632,466.0
67ad0fc2981df85a8b4f41e2,2018,453.0
67ad0fc2981df85a8b4f41e2,108,415.0
67ad0fc2981df85a8b4f41e2,1514,448.0
67ad0fc2981df85a8b4f41e2,2132,532.0
67ad0fc2981df85a8b4f41e2,2808,493.0
67ad0fc2981df85a8b4f41e2,2669,415.0
67e28b8e55a03e52547a2a9a,2300,256.0
67e28b8e55a03e52547a2a9a,550,176.0
67e28b8e55a03e52547a2a9a,548,167.0
67e28b8e55a03e52547a2a9a,1857,184.0
67e28b8e55a03e52547a2a9a,1565,371.0
67e28b8e55a03e52547a2a9a,601,172.0
67e28b8e55a03e52547a2a9a,209,200.0
67e28b8e55a03e52547a2a9a,1271,167.0
67e28b8e55a03e52547a2a9a,1420,289.0
67e28b8e55a03e52547a2a9a,1743,242.0
67e28b8e55a03e52547a2a9a,2108,181.0
67e28b8e55a03e52547a2a9a,138,226.0
67d094888b439045b9b7aa8c,496,250.0
67d094888b439045b9b7aa8c,1947,115.0
67d094888b439045b9b7aa8c,2808,100.0
67d094888b439045b9b7aa8c,2556,220.0
67d094888b439045b9b7aa8c,2533,135.0
67d094888b439045b9b7aa8c,1190,180.0
67d094888b439045b9b7aa8c,1209,165.0
67d094888b439045b9b7aa8c,1133,172.0
67d094888b439045b9b7aa8c,536,228.0
67d094888b439045b9b7aa8c,2555,125.0
67d094888b439045b9b7aa8c,2639,190.0
67d094888b439045b9b7aa8c,2159,245.0
67ede515b090269e0fa4d482,1916,236.0
67ede515b090269e0fa4d482,1989,87.0
67ede515b090269e0fa4d482,269,87.0
67ede515b090269e0fa4d482,1040,161.0
67ede515b090269e0fa4d482,2244,161.0
67ede515b090269e0fa4d482,614,161.0
67ede515b090269e0fa4d482,1420,310.0
67ede515b090269e0fa4d482,1217,236.0
67ede515b090269e0fa4d482,933,161.0
67ede515b090269e0fa4d482,2780,236.0
67ede515b090269e0fa4d482,1232,236.0
67ede515b090269e0fa4d482,2229,310.0
67ccafbbb8c87ce9640349b1,73,235.0
67ccafbbb8c87ce9640349b1,2582,170.0
67ccafbbb8c87ce9640349b1,2710,185.0
67ccafbbb8c87ce9640349b1,305,155.0
67ccafbbb8c87ce9640349b1,2440,210.0
67ccafbbb8c87ce9640349b1,1737,175.0
67ccafbbb8c87ce9640349b1,2205,150.0
67ccafbbb8c87ce9640349b1,2890,165.0
67ccafbbb8c87ce9640349b1,2728,255.0
67ccafbbb8c87ce9640349b1,1186,220.0
67ccafbbb8c87ce9640349b1,2869,215.0
67ccafbbb8c87ce9640349b1,2074,240.0
